Duration,Budget,Reviews_by_Users,Reviews_by_Critics,IMDB_Score,Gross_Earnings
122,185000000,2054,470,6.2,317011114
106,60000000,110,161,6.1,17281832
126,140000000,1055,486,7.9,318298180
93,45000000,212,201,5.8,101702060
88,85000000,488,238,6.1,80170146
101,10000000,24,73,6.7,17655201
92,130000000,360,266,7.6,215395021
89,1400000,85,95,6.1,8128
110,22000000,135,165,6.1,39263506
114,58000000,120,186,6,31199215
90,5000000,15,27,7.3,124720
104,22000000,54,98,5.8,20668843
89,150000000,119,167,6.7,179982968
101,40000000,101,128,5.8,46012734
108,52000000,611,238,6.3,143704210
90,1000000,134,194,7.8,2957978
115,60000000,320,180,7.1,143151473
103,35000000,398,228,5.4,40687294
107,25000000,69,160,6.8,1186957
90,60000000,109,127,4.9,11802056
86,30000000,409,111,2.7,38232624
128,20000000,281,324,7.6,31838002
160,45000000,182,158,6,7916887
112,35000000,232,208,6.2,30691439
112,40000000,100,80,5.9,19151864
110,20000000,184,140,6.6,24848292
90,9000000,129,166,6.7,31487293
96,37000000,110,139,6,48006503
88,2000000,31,21,4.9,99499
87,27000000,189,141,3.9,26876529
95,10000000,53,100,5.2,7563670
114,20000000,102,25,6.5,4452423
95,8000000,107,79,6,108662
117,27000000,374,232,7,87341380
95,1500000,142,178,6.7,3478
130,30000000,132,154,6.7,15709385
89,20000000,260,146,3.9,43818159
103,35000000,280,151,6,7948159
106,200000000,1243,403,6.7,168368427
89,12000000,369,198,6,31691811
113,12000000,281,232,6.7,12796277
99,7000000,119,158,6.8,2344847
101,2500000,345,197,7.7,12995673
150,8500000,259,147,6.7,140244
119,35000000,414,323,7.3,22877808
101,60000000,248,198,6,40076438
114,18000000,192,209,7.3,5694401
101,28000000,170,173,6.9,67266300
95,10800000,262,160,5.8,56729973
99,55000000,119,164,5.8,33472850
123,55000000,599,202,7.7,69951824
129,19000000,103,102,6.5,8396942
122,1000000,67,129,7.2,5355376
90,8000000,148,135,5.2,25926543
90,2500000,40,47,5.9,75727
120,15000000,1017,418,8,141319195
100,40000000,25,88,6.5,12081447
81,37000000,45,85,4.5,30105968
135,120000000,414,284,6.1,43929341
118,5000000,22,121,7.5,228830
97,7000000,42,18,7.4,32082654
106,65000000,277,173,6.9,100468793
98,23000000,108,97,6.2,58006147
112,25000000,99,143,6.5,10911750
87,20000000,120,58,5.3,6563357
109,20000000,189,190,6.8,26415649
93,NA,18,5,2.5,NA
91,8000000,134,195,6.9,12055108
82,35000000,173,121,4.5,25871834
85,6000000,37,26,4.7,36497
120,21000000,79,131,6.1,16284360
124,21000000,274,245,7.5,3081925
93,25000000,974,309,7.9,145000989
184,20000000,110,160,7.4,476270
111,20000000,189,222,7.3,30028592
98,3500000,11,15,6.1,NA
94,12500000,398,185,7.8,9030581
114,20000000,105,182,6.9,3519627
125,40000000,33,67,7.1,1027749
150,225000000,438,258,6.6,141614023
128,2500000,86,212,7.5,3766595
92,2500000,82,80,6.2,1626080
166,150000000,822,362,7.8,127490802
152,185000000,4667,645,9,533316061
104,80000000,698,276,5.5,79363785
110,13500000,140,194,6.9,13823741
130,40000000,45,86,7.3,9589875
92,12000000,156,172,5.4,31397498
104,55000000,279,206,6.6,25040293
91,48000000,1264,323,5,64505912
82,5000000,113,74,3.8,13350177
97,25000000,126,129,5.5,48237389
131,15000000,876,388,7.6,15700000
135,150000000,643,354,6.8,134518390
98,18000000,93,97,5.1,382174
94,23000000,19,47,5.1,11508423
87,62000000,250,150,3.8,32178777
115,15000000,36,57,7,183088
103,15000000,209,177,6.1,73548
112,145000000,501,264,5.2,102176165
115,35000000,252,169,6.7,26814957
106,14000000,26,22,6.2,115504
104,10000000,94,71,6.1,3607
85,15000000,22,37,5.7,12701880
93,1000000,24,12,6.5,NA
124,32000000,370,299,7.6,34180954
102,15000000,104,132,6.2,6409206
93,8000000,351,233,5.9,17427926
110,11000000,56,109,7.3,37766350
119,27000000,33,73,6.2,44087387
107,90000000,125,198,6.6,71148699
103,60000000,290,223,4.8,19781879
93,60000000,106,118,6.1,50818750
99,6000000,75,147,7,2077046
107,5000000,96,93,7.6,32350637
114,16500000,125,124,4.9,26896744
109,6000000,547,391,7.9,26236603
108,30000000,492,270,5.9,20981633
102,15500000,36,60,6.8,317040
94,NA,52,33,4.8,NA
111,15000000,162,150,6.7,2203641
121,92000000,577,308,7,110416702
90,2000000,22,46,6.7,52166
122,37000000,1535,350,5.2,191449475
110,12000000,98,190,7.1,3148482
101,35000000,245,195,6.2,28687835
121,75000000,440,269,7.1,83077470
90,40000000,422,235,6.6,72266306
96,15500000,365,275,7.2,23213577
129,25100000,320,242,6.4,25517500
98,180000000,1043,421,8.4,223806889
110,75000000,713,316,6.7,134568845
107,10000000,112,79,5.7,578527
114,35000000,39,76,5.3,42168445
106,11000000,49,78,7.1,245144417
80,200000,112,189,7.1,856942
101,35000000,151,148,6.1,80276912
104,25000000,111,137,5.7,1089365
97,7500000,20,35,3.1,4131640
104,70000000,243,190,6.8,97680195
89,2500000,10,25,5.4,NA
113,90000000,380,198,5.5,100018837
101,24000000,243,247,6.6,31452765
85,5600000,148,222,6.6,27024
108,22000000,113,113,5.6,12232937
89,1000000,6,3,6.3,NA
102,20000000,185,191,6.4,64149837
96,3500000,12,4,4.8,NA
158,200000000,1055,367,5.8,166112167
95,7500000,494,331,7.7,32391374
79,30000000,245,263,7.1,31743332
96,200000000,249,240,6.8,137850096
108,14000000,215,160,6.5,15483540
106,7000000,324,341,7,9190525
101,6000000,19,37,7.2,NA
99,7000000,247,281,7.6,9166863
99,3200000,70,122,7.2,2277396
107,9800000,220,248,6.8,16025394
104,4500000,137,138,5.9,108229
141,70000000,172,180,7.2,617840
86,45000000,55,82,5.4,25200412
99,15000000,143,128,4.8,33860010
88,75000000,98,107,4.5,219613391
100,4500000,237,278,7.3,12574715
146,150000000,435,298,6.7,133375846
88,27000000,110,107,5.7,15988876
178,237000000,3054,723,7.9,760505847
98,17000000,115,217,7.1,9430988
122,20000000,212,280,6.7,1697956
111,20000000,39,79,6.4,5205343
88,NA,10,8,4,NA
NA,23000000,NA,NA,7.2,NA
95,750000,30,8,3.1,NA
88,6500000,31,33,6.3,110029
88,15000,8,22,6.2,76382
89,30000000,129,152,5.4,58715510
119,8500000,110,222,7,4440055
132,17000000,138,197,6.7,27154426
105,26000000,201,217,7.1,28501651
105,26000000,201,217,7.1,28501651
81,42000000,396,288,5.8,59992760
105,20000000,188,222,7.4,14359793
112,4500000,62,64,6.2,NA
84,NA,119,130,6,90820
109,27000000,174,167,6.2,13248477
88,5000000,48,63,4.1,143000
100,23000000,43,155,6.2,2708188
94,3000000,14,11,6.2,NA
96,11000000,166,226,6.3,3074838
109,40000000,157,157,5.9,13838130
104,6000000,101,149,7.4,6670712
90,100000000,156,191,7,124870275
111,19430000,65,165,6.7,6109075
100,60000000,279,310,7.7,75280058
113,60000000,144,166,5.5,109176215
96,20000000,223,150,6.2,13630226
112,7000000,226,273,7.3,39462438
93,NA,6,16,6.9,NA
88,25000000,50,83,3.5,25615792
98,20000000,281,292,6.5,29975979
87,5000000,80,19,6.1,NA
95,3500000,90,78,6.8,37606
103,58000000,121,133,4.7,29580087
112,30000000,1262,472,8,115646235
87,6000000,17,39,5.9,13722
92,NA,6,1,7.3,41914
93,"30,000",22,53,6.5,9609
99,30000000,691,397,6.6,42057340
100,45000000,524,130,2.7,9353573
125,60000000,184,211,6.2,40559930
161,13000000,192,216,7.3,336467
99,21000000,117,160,7.2,8855646
101,600000,120,77,6.9,394717
92,8000000,106,192,6.2,10814185
123,18000000,82,134,5,22452209
87,40000000,245,335,7.8,20999103
123,3000000,112,248,7.3,373060
90,5000000,2,NA,4.5,NA
103,1300000,38,24,5.2,NA
90,1000000,28,6,2.8,NA
153,75000000,301,230,6.4,51814190
118,175000000,534,250,5.8,150167630
95,50000000,245,180,5.8,20488579
89,10000000,54,106,6.1,113155
100,7500000,97,160,7.1,9176553
88,150000000,90,145,5.1,119420252
93,16000000,304,84,8.1,47707417
119,15000000,491,220,4.9,33386128
102,30000000,140,131,4.2,79566871
97,7300000,224,224,7.2,1818681
153,250000000,973,375,7.5,301956980
129,40000000,203,161,6.4,93952276
100,35000000,57,107,5.4,73023275
113,13000000,59,36,4.1,51697449
114,18000000,20,59,5.5,4748432
105,7000000,72,52,5.3,1425993
102,13000000,162,242,6.6,2035566
102,18000000,80,107,5.3,14793904
105,40000000,215,215,7.1,71347010
94,90000000,132,188,7,196573705
107,55000000,39,93,5.6,16088610
153,75000000,1527,486,8.3,120523073
107,250000,215,66,7,NA
134,60000000,259,306,7.4,37479778
120,85000000,214,187,6.6,112703470
107,16000000,294,300,5.1,16204793
123,40000000,277,252,7,94125426
121,50000000,791,279,6.2,79948113
102,100000000,224,167,5.4,49392095
118,50000000,429,216,7.4,73343413
98,4500000,37,159,6.5,278821
91,22700000,17,56,7.2,62794894
109,18000000,77,111,5.6,22927390
103,17500000,45,44,4.1,90485233
117,25000000,53,83,7.4,4806750
105,27000000,71,213,7.2,1260917
90,6000000,73,76,5.1,4542775
94,175000000,187,219,6.5,198332128
97,5000000,485,415,7.9,5009677
125,4825000,65,161,7.2,1110286
90,5000000,23,43,4.7,92900
101,15000000,268,264,5.5,51527787
83,NA,15,51,6.9,246574
98,17000000,75,112,5.9,8662318
109,30000000,184,148,7.4,49185998
97,8000000,78,121,5.6,16699684
84,3000000,20,49,5.9,10017041
105,150000000,209,185,5.9,177243721
118,80000000,232,205,5.8,19673424
99,40000000,194,235,6.4,38105077
99,8000000,21,45,6.1,10572742
98,1900000,75,205,7.2,1445366
86,18000000,248,190,5.8,23993605
104,40000000,42,113,7.8,19406406
88,35000000,120,124,5.4,49474048
111,12000000,57,123,6.8,548934
123,20000000,383,265,7,41573740
108,33000000,310,219,6.8,10326062
91,26000000,201,167,5.2,20819129
88,6600000,31,54,6.4,828
135,NA,209,195,7.4,7994115
91,70000000,72,156,6.1,42194060
88,15000000,53,97,5.3,6373693
109,10000000,275,323,7.3,47536959
97,9000000,14,26,6.2,883887
140,100000000,585,357,7,97030725
98,65000000,110,166,5.7,67128202
80,120000000,129,58,6.3,NA
102,9000000,44,91,7.1,151644
90,350000,18,8,3.2,50090
85,3800000,11,45,5.8,100669
92,11000000,194,156,6,27669413
128,90000000,621,415,7.6,209019489
89,40000000,37,103,4.9,20916309
90,15000000,60,116,6.4,4360548
101,16000000,126,167,5.1,11956207
99,4000000,26,115,7.3,274385
104,26000000,354,368,5.8,16999046
90,365000,66,45,3.6,1553556
127,150000000,1559,518,8,257704099
103,400000,8,21,7.4,NA
127,60000000,235,252,7.1,36965395
138,1000000,1,NA,3.4,NA
96,18000000,179,103,3.7,8742261
89,80000000,252,258,6.3,38542418
90,4000000,159,274,5,101055
120,30000000,71,210,6.7,7443007
96,3000000,14,21,5.9,5005
118,200000000,974,422,6.6,125320003
129,29000000,420,261,7.7,255950375
138,8000000,188,91,6.3,10269307
115,16000000,376,287,5.6,15045676
117,8300000,25,55,6.4,1448788
100,11500000,27,35,6,32572
98,10000000,75,145,7.6,449558
90,3000000,1,NA,6.2,NA
90,10000000,60,32,3.8,220925
86,68000000,31,90,6.2,128937
79,40000,10,61,6.3,24705
82,40000000,290,221,5.2,66466372
98,10000000,330,183,5.9,25464480
105,45000000,14,66,6,2874
90,8000000,20,22,5.9,100503
99,3800000,14,61,6.9,19959
89,10000000,59,83,5.8,15102127
96,6000000,50,63,6.7,115862
108,35000000,626,334,7.8,277313371
92,12000000,69,147,5.7,NA
93,160000,9,29,7.4,155984
95,900000,193,238,6.4,100659
123,40000000,210,292,6.8,7689458
108,21000000,175,248,6.5,33313582
118,50000000,190,245,6.5,25450527
100,18500000,287,192,6.4,18439082
85,10000000,10,4,5.2,9069
96,5000000,88,144,6.5,1474508
114,15000000,279,241,6.6,32721635
112,13000000,82,184,7,6615578
84,4000000,104,182,6.7,NA
135,65000000,593,308,6.7,43982842
94,25000000,268,271,6.2,32416109
105,6500000,92,217,7.2,66637
99,7000000,12,34,6.5,1889522
95,1500000,23,66,6.2,17580
91,10000000,11,23,5.5,19348
118,12500000,33,41,7,1089445
97,105000000,214,228,7.1,104374107
108,40000000,273,224,6.7,163947053
111,25000000,504,355,7.3,56692
129,2000000,231,262,8.2,20167424
75,6500000,71,118,7.7,686383
117,60000000,143,210,6.7,31670931
101,20000000,119,121,5.6,29062561
106,100000000,285,267,6.4,65452312
107,39000000,234,214,7.1,63411478
80,25000000,24,4,2.9,7687222
130,50000000,919,299,4.6,296623634
96,38000000,169,174,6.5,88915214
89,16000000,230,178,4.8,42638165
144,12000000,193,292,7.8,2222647
100,35000000,100,188,7.3,10991381
111,60000000,223,136,7.3,71844424
120,1000000,55,20,7.1,3773863
150,200000000,1439,366,6,402076689
99,12000000,293,156,6.9,1594955
92,35000000,169,164,6.6,45802315
108,25000000,452,391,7.4,83813460
96,175000000,704,408,8.3,292979556
88,2000000,91,107,5.2,NA
103,9000000,42,19,6.5,1709178
215,130000000,1229,451,7.7,107503316
92,15000000,169,218,7.2,5306447
101,100000000,388,333,6.8,77222184
111,15000000,118,230,6.9,13034417
101,35000000,142,166,5.5,10268846
104,13000000,31,129,6.3,403649
99,10000000,129,129,6.9,221210
119,150000000,641,350,6.7,179883016
100,60000000,203,170,4.9,43337279
90,18000000,105,192,6.5,15281286
89,500000,39,64,5.1,NA
88,23600000,553,445,7.7,75590286
